start,end,today,deviceid,store_gps:Latitude,store_gps:Longitude,store_gps:Altitude,store_gps:Accuracy,Image,Shelter,Lighting,CCTV,Type,Capacity,meta:instanceID
Mon Oct 07 09:17:35 UTC 2019,Mon Oct 07 09:42:07 UTC 2019,Mon Oct 07 00:00:00 UTC 2019,8.63664E+14,52.62910097,-1.13800762,127,6.432,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A043a3d3e-ea32-4b87-ad6c-e28c902aec7f%5D%2FImage,Yes,Yes,Yes,U Stand,20,uuid:043a3d3e-ea32-4b87-ad6c-e28c902aec7f
Mon Oct 07 09:58:12 UTC 2019,Mon Oct 07 09:59:11 UTC 2019,Mon Oct 07 00:00:00 UTC 2019,8.63664E+14,52.62882121,-1.13959677,115,6.432,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A73b405d0-2777-403c-9e8e-4c6b3ce370ab%5D%2FImage,Yes,Yes,Yes,U Stand,14,uuid:73b405d0-2777-403c-9e8e-4c6b3ce370ab
Mon Oct 07 09:59:17 UTC 2019,Mon Oct 07 10:00:26 UTC 2019,Mon Oct 07 00:00:00 UTC 2019,8.63664E+14,52.62898247,-1.13948974,112,6.432,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A5ce0277c-a807-43ad-9926-85caf3094b7b%5D%2FImage,No,Yes,Yes,U Stand,16,uuid:5ce0277c-a807-43ad-9926-85caf3094b7b
Mon Oct 07 10:00:36 UTC 2019,Mon Oct 07 10:01:47 UTC 2019,Mon Oct 07 00:00:00 UTC 2019,8.63664E+14,52.6292151,-1.13970754,109,11.792,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A0764d258-4be6-4233-975d-bd0f0360e19d%5D%2FImage,No,Yes,Yes,U Stand,20,uuid:0764d258-4be6-4233-975d-bd0f0360e19d
Mon Oct 07 10:02:04 UTC 2019,Mon Oct 07 10:03:40 UTC 2019,Mon Oct 07 00:00:00 UTC 2019,8.63664E+14,52.62983324,-1.1392752,126,6.432,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A69616953-10cb-40a7-ae76-583076444664%5D%2FImage,No,Yes,No,U Stand,8,uuid:69616953-10cb-40a7-ae76-583076444664
Mon Oct 07 10:03:45 UTC 2019,Mon Oct 07 10:04:54 UTC 2019,Mon Oct 07 00:00:00 UTC 2019,8.63664E+14,52.62985815,-1.13887872,127,5.36,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A33dd63fa-7d98-464a-a43b-6e88db8ac1fc%5D%2FImage,Yes,Yes,No,U Stand,10,uuid:33dd63fa-7d98-464a-a43b-6e88db8ac1fc
Mon Oct 07 10:04:57 UTC 2019,Mon Oct 07 10:05:50 UTC 2019,Mon Oct 07 00:00:00 UTC 2019,8.63664E+14,52.62982115,-1.13851734,137,5.36,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A388a6750-89bd-4cdb-920e-6e5542e9c603%5D%2FImage,No,Yes,Yes,U Stand,6,uuid:388a6750-89bd-4cdb-920e-6e5542e9c603
Mon Oct 07 10:08:18 UTC 2019,Mon Oct 07 10:09:58 UTC 2019,Mon Oct 07 00:00:00 UTC 2019,8.63664E+14,52.63137294,-1.1391745,108,5.36,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Add630d17-1c69-4583-9dc3-4353aec138f9%5D%2FImage,No,Yes,No,U Stand,22,uuid:dd630d17-1c69-4583-9dc3-4353aec138f9
Mon Oct 07 10:11:58 UTC 2019,Mon Oct 07 10:12:47 UTC 2019,Mon Oct 07 00:00:00 UTC 2019,8.63664E+14,52.63046877,-1.13780754,130,5.36,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A0af6ca13-a12f-47a9-9cd2-6d8f336e37e7%5D%2FImage,Yes,Yes,Yes,U Stand,8,uuid:0af6ca13-a12f-47a9-9cd2-6d8f336e37e7
Mon Oct 07 10:13:10 UTC 2019,Mon Oct 07 10:14:17 UTC 2019,Mon Oct 07 00:00:00 UTC 2019,8.63664E+14,52.63017781,-1.1374939,113,5.36,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A830acee7-2d9f-4f27-9201-e0b3f4c5f6d4%5D%2FImage,No,Yes,No,U Stand,6,uuid:830acee7-2d9f-4f27-9201-e0b3f4c5f6d4
Mon Oct 07 14:39:34 UTC 2019,Mon Oct 07 14:40:35 UTC 2019,Mon Oct 07 00:00:00 UTC 2019,8.63664E+14,52.63030045,-1.1406444,131,9.648001,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Ae5921f41-2fe7-4d6a-b189-01e83cf4fd4a%5D%2FImage,No,Yes,Yes,U Stand,14,uuid:e5921f41-2fe7-4d6a-b189-01e83cf4fd4a
Mon Oct 07 14:40:49 UTC 2019,Mon Oct 07 14:42:18 UTC 2019,Mon Oct 07 00:00:00 UTC 2019,8.63664E+14,52.63019221,-1.14060082,116,8.576,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A0741f02a-7418-49e8-abe1-82b117bc019d%5D%2FImage,Yes,Yes,No,U Stand,10,uuid:0741f02a-7418-49e8-abe1-82b117bc019d
Mon Oct 07 14:43:07 UTC 2019,Mon Oct 07 14:43:57 UTC 2019,Mon Oct 07 00:00:00 UTC 2019,8.63664E+14,52.63044803,-1.14121484,109,6.432,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Ad862173a-7503-45ce-8daa-009bd1903772%5D%2FImage,Yes,Yes,Yes,U Stand,20,uuid:d862173a-7503-45ce-8daa-009bd1903772
Mon Oct 07 14:49:27 UTC 2019,Mon Oct 07 14:50:25 UTC 2019,Mon Oct 07 00:00:00 UTC 2019,8.63664E+14,52.63248419,-1.14374719,113,5.36,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Ac86fd4cf-7743-4dbb-816e-04843a555f94%5D%2FImage,Yes,Yes,Yes,U Stand,20,uuid:c86fd4cf-7743-4dbb-816e-04843a555f94
Mon Oct 07 14:52:23 UTC 2019,Mon Oct 07 14:53:52 UTC 2019,Mon Oct 07 00:00:00 UTC 2019,8.63664E+14,52.63174472,-1.14593803,106,4.288,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A6acd52c2-69eb-4935-a88d-7d38b3b42055%5D%2FImage,Yes,Yes,Yes,U Stand,22,uuid:6acd52c2-69eb-4935-a88d-7d38b3b42055
Mon Oct 07 14:54:16 UTC 2019,Mon Oct 07 14:55:41 UTC 2019,Mon Oct 07 00:00:00 UTC 2019,8.63664E+14,52.63110827,-1.14556769,119,5.36,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Aefb4bbef-9939-4ae1-8822-0c55b41f271e%5D%2FImage,No,No,No,U Stand,6,uuid:efb4bbef-9939-4ae1-8822-0c55b41f271e
Mon Oct 07 14:56:20 UTC 2019,Mon Oct 07 14:57:13 UTC 2019,Mon Oct 07 00:00:00 UTC 2019,8.63664E+14,52.63071344,-1.14656728,112,4.288,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Add9e2abd-aba8-4a36-a86d-869b5eda6938%5D%2FImage,No,Yes,Yes,U Stand,18,uuid:dd9e2abd-aba8-4a36-a86d-869b5eda6938
Mon Oct 07 15:00:19 UTC 2019,Mon Oct 07 15:01:16 UTC 2019,Mon Oct 07 00:00:00 UTC 2019,8.63664E+14,52.62802063,-1.14705481,112,5.36,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A19a0b093-2b03-4871-8b83-a41068f40a41%5D%2FImage,No,Yes,Yes,U Stand,4,uuid:19a0b093-2b03-4871-8b83-a41068f40a41
Mon Oct 07 15:01:18 UTC 2019,Mon Oct 07 15:02:24 UTC 2019,Mon Oct 07 00:00:00 UTC 2019,8.63664E+14,52.62807601,-1.14706135,107,6.432,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A44c298ce-8f0b-4112-a855-e85812b35029%5D%2FImage,No,Yes,Yes,U Stand,14,uuid:44c298ce-8f0b-4112-a855-e85812b35029
Mon Oct 07 15:04:38 UTC 2019,Mon Oct 07 15:05:26 UTC 2019,Mon Oct 07 00:00:00 UTC 2019,8.63664E+14,52.62873609,-1.14392235,116,4.288,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Af80d014c-ec1a-419b-80fe-d063431a9207%5D%2FImage,No,Yes,No,U Stand,8,uuid:f80d014c-ec1a-419b-80fe-d063431a9207
Mon Oct 07 15:06:10 UTC 2019,Mon Oct 07 15:07:26 UTC 2019,Mon Oct 07 00:00:00 UTC 2019,8.63664E+14,52.62894298,-1.14313616,103,6.432,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A1f68a13a-93cc-4aac-a3ea-05a7c4910dc5%5D%2FImage,No,No,No,U Stand,8,uuid:1f68a13a-93cc-4aac-a3ea-05a7c4910dc5
Mon Oct 07 15:08:32 UTC 2019,Mon Oct 07 15:10:39 UTC 2019,Mon Oct 07 00:00:00 UTC 2019,8.63664E+14,52.62892203,-1.14151269,116,9.648001,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Abd8a26eb-bb50-420b-85e6-6830b6200692%5D%2FImage,No,Yes,No,U Stand,6,uuid:bd8a26eb-bb50-420b-85e6-6830b6200692
Mon Oct 07 15:09:28 UTC 2019,Mon Oct 07 15:10:25 UTC 2019,Mon Oct 07 00:00:00 UTC 2019,8.63664E+14,52.62892741,-1.14145641,116,10.72,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A4e184a2c-c50b-43e1-bc26-20a0cd53c513%5D%2FImage,No,No,No,U Stand,8,uuid:4e184a2c-c50b-43e1-bc26-20a0cd53c513
Mon Oct 07 16:51:46 UTC 2019,Mon Oct 07 16:52:40 UTC 2019,Mon Oct 07 00:00:00 UTC 2019,8.63664E+14,52.6287811,-1.13780154,151,6.432,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Abe410533-a12a-413a-9392-04f0c98a3785%5D%2FImage,No,Yes,Yes,U Stand,4,uuid:be410533-a12a-413a-9392-04f0c98a3785
Wed Oct 09 11:42:04 UTC 2019,Wed Oct 09 11:43:09 UTC 2019,Wed Oct 09 00:00:00 UTC 2019,8.63664E+14,52.62945128,-1.14227045,119,8.576,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A0be52333-98eb-49ed-b375-20d8ddc01ad5%5D%2FImage,Yes,Yes,No,U Stand,8,uuid:0be52333-98eb-49ed-b375-20d8ddc01ad5
Thu Oct 10 04:19:35 UTC 2019,Thu Oct 10 04:20:54 UTC 2019,Thu Oct 10 00:00:00 UTC 2019,8.63664E+14,52.63243474,-1.12668313,274,13.936001,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A819bde6c-7dc0-47b6-aa94-91dd92026c9d%5D%2FImage,No,Yes,No,U Stand,20,uuid:819bde6c-7dc0-47b6-aa94-91dd92026c9d
Thu Oct 10 04:21:25 UTC 2019,Thu Oct 10 04:23:45 UTC 2019,Thu Oct 10 00:00:00 UTC 2019,8.63664E+14,52.6318881,-1.12602512,120,9.648001,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Ab09bef49-17c4-413c-bcf3-0002044255f3%5D%2FImage,No,Yes,No,U Stand,8,uuid:b09bef49-17c4-413c-bcf3-0002044255f3
Sat Oct 12 09:19:26 UTC 2019,Sat Oct 12 09:20:33 UTC 2019,Sat Oct 12 00:00:00 UTC 2019,8.63664E+14,52.63535108,-1.13820049,112,10.72,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Aaaac51f6-6a86-42eb-a534-81b74614b4b0%5D%2FImage,No,Yes,No,U Stand,12,uuid:aaac51f6-6a86-42eb-a534-81b74614b4b0
Sat Oct 12 09:20:38 UTC 2019,Sat Oct 12 09:21:43 UTC 2019,Sat Oct 12 00:00:00 UTC 2019,8.63664E+14,52.63548679,-1.13745441,126,6.432,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A9b437dcf-3ce8-403a-9858-ce0b92586848%5D%2FImage,No,Yes,No,U Stand,6,uuid:9b437dcf-3ce8-403a-9858-ce0b92586848
Sat Oct 12 09:21:48 UTC 2019,Sat Oct 12 09:22:45 UTC 2019,Sat Oct 12 00:00:00 UTC 2019,8.63664E+14,52.63558207,-1.13696027,98,6.432,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Aa1f665ad-41fc-417e-bec6-95fe8e1612db%5D%2FImage,No,Yes,No,U Stand,6,uuid:a1f665ad-41fc-417e-bec6-95fe8e1612db
Sat Oct 12 09:23:34 UTC 2019,Sat Oct 12 09:24:24 UTC 2019,Sat Oct 12 00:00:00 UTC 2019,8.63664E+14,52.63562316,-1.1355692,145,6.432,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A8d8c9ae9-c515-4fb2-9aa9-2ebfa32d6600%5D%2FImage,No,Yes,No,U Stand,6,uuid:8d8c9ae9-c515-4fb2-9aa9-2ebfa32d6600
Sat Oct 12 09:40:10 UTC 2019,Sat Oct 12 09:41:11 UTC 2019,Sat Oct 12 00:00:00 UTC 2019,8.63664E+14,52.63579911,-1.13419133,113,6.432,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A9c3b3603-c3ab-441f-a144-2ed213d1ca6d%5D%2FImage,No,No,No,U Stand,4,uuid:9c3b3603-c3ab-441f-a144-2ed213d1ca6d
Sat Oct 12 09:52:50 UTC 2019,Sat Oct 12 09:54:31 UTC 2019,Sat Oct 12 00:00:00 UTC 2019,8.63664E+14,52.63620408,-1.13762562,118,7.504,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A47360d33-946f-4722-888d-c367c43abbfe%5D%2FImage,No,Yes,Yes,U Stand,8,uuid:47360d33-946f-4722-888d-c367c43abbfe
Sat Oct 12 10:24:14 UTC 2019,Sat Oct 12 10:25:06 UTC 2019,Sat Oct 12 00:00:00 UTC 2019,8.63664E+14,52.63615599,-1.13288765,123,9.648001,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A88c00043-15ad-4fbc-acf4-b8c4486aacaa%5D%2FImage,No,Yes,No,U Stand,6,uuid:88c00043-15ad-4fbc-acf4-b8c4486aacaa
Sat Oct 12 10:28:12 UTC 2019,Sat Oct 12 10:29:18 UTC 2019,Sat Oct 12 00:00:00 UTC 2019,8.63664E+14,52.63462058,-1.1319193,116,5.36,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A08379083-5e5f-45d4-92a7-fb4df39b4881%5D%2FImage,No,Yes,Yes,U Stand,10,uuid:08379083-5e5f-45d4-92a7-fb4df39b4881
Sat Oct 12 10:30:23 UTC 2019,Sat Oct 12 10:31:09 UTC 2019,Sat Oct 12 00:00:00 UTC 2019,8.63664E+14,52.63456178,-1.13083582,109,7.504,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A46f83177-d39b-4684-a4b0-90b5b7c74d61%5D%2FImage,No,No,No,U Stand,2,uuid:46f83177-d39b-4684-a4b0-90b5b7c74d61
Sat Oct 12 10:31:12 UTC 2019,Sat Oct 12 10:31:56 UTC 2019,Sat Oct 12 00:00:00 UTC 2019,8.63664E+14,52.63458484,-1.13072361,109,8.576,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3Aa09a5c6f-3c9c-4fc4-b452-e49042d7088e%5D%2FImage,No,No,No,U Stand,4,uuid:a09a5c6f-3c9c-4fc4-b452-e49042d7088e
Sat Oct 12 10:34:28 UTC 2019,Sat Oct 12 10:35:32 UTC 2019,Sat Oct 12 00:00:00 UTC 2019,8.63664E+14,52.63479514,-1.12901581,134,9.648001,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A9fd6a51c-288f-4963-9458-f20dd25fb159%5D%2FImage,No,No,Yes,U Stand,6,uuid:9fd6a51c-288f-4963-9458-f20dd25fb159
Sat Oct 12 10:38:43 UTC 2019,Sat Oct 12 10:39:38 UTC 2019,Sat Oct 12 00:00:00 UTC 2019,8.63664E+14,52.63505658,-1.12782092,110,11.792,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A3519a634-c228-4408-a249-319e73ac74e1%5D%2FImage,No,No,Yes,U Stand,8,uuid:3519a634-c228-4408-a249-319e73ac74e1
Sat Oct 12 10:40:02 UTC 2019,Sat Oct 12 10:41:21 UTC 2019,Sat Oct 12 00:00:00 UTC 2019,8.63664E+14,52.63502243,-1.12779815,110,11.792,https://survodk3.appspot.com/view/binaryData?blobKey=lcfbikes%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2FLCFbikes%5B%40key%3Duuid%3A02081cd3-a2c7-490f-9b2f-0d5f38d8a429%5D%2FImage,No,Yes,No,U Stand,16,uuid:02081cd3-a2c7-490f-9b2f-0d5f38d8a429
